time,vibration,is_anomalous,mse_percentage
2023-11-02 17:31:31.828553,89,False,52.04849132050137
2023-11-02 17:31:32.357529,89,False,48.13816588172993
2023-11-02 17:31:33.790288,85,False,0.7929897185942633
2023-11-02 17:31:34.446786,90,True,93.72532901258148
2023-11-02 17:31:34.833698,86,False,4.419004923079626
2023-11-02 17:31:35.493147,89,False,61.82816592912989
2023-11-02 17:31:35.792767,85,False,0.586501899679531
2023-11-02 17:31:36.310818,88,False,43.67659449828389
2023-11-02 17:31:36.792931,89,False,53.789956476114334
2023-11-02 17:31:37.292605,88,False,30.861996770872725
2023-11-02 17:31:37.805723,90,False,74.54668434853087
2023-11-02 17:31:38.307593,89,False,41.460792869015414
2023-11-02 17:31:40.294731,86,False,5.112627492236274
2023-11-02 17:31:40.798497,87,False,23.242945005984108
2023-11-02 17:31:41.296753,85,False,2.233653273363966
2023-11-02 17:31:41.797129,86,False,13.206739225992598
2023-11-02 17:31:42.304138,85,False,3.351643022718082
2023-11-02 17:31:42.827339,86,False,13.541479240956455
2023-11-02 17:31:43.354690,90,True,90.70217157554025
2023-11-02 17:31:43.881920,89,False,44.12553930901168
2023-11-02 17:31:44.403586,89,False,46.88266861719189
2023-11-02 17:31:44.927027,90,False,72.85828935268543
2023-11-02 17:31:46.507874,85,False,0.1350899524246476
2023-11-02 17:31:46.813945,89,False,65.07593137672659
2023-11-02 17:31:47.304726,90,False,72.40685329424439
2023-11-02 17:31:47.813445,86,False,4.373367650715629
2023-11-02 17:31:48.308472,85,False,3.040938684029535
2023-11-02 17:31:48.818595,87,False,25.553022006030883
2023-11-02 17:31:49.318355,87,False,19.90268982872059
2023-11-02 17:31:49.823705,85,False,2.8427028428398957
2023-11-02 17:31:50.315491,90,True,93.61171520166256
2023-11-02 17:31:50.821934,86,False,4.954725870014506
2023-11-02 17:31:51.313644,88,False,38.44223350283208
2023-11-02 17:31:52.812501,89,False,53.28340543777836
2023-11-02 17:31:53.310282,85,False,0.9356631579519856
2023-11-02 17:31:53.809319,90,True,90.24783225981878
2023-11-02 17:31:54.313069,89,False,45.09740044848925
2023-11-02 17:31:54.814981,86,False,5.140657197694849
2023-11-02 17:31:55.309889,86,False,10.400315305992331
2023-11-02 17:31:55.819677,88,False,39.01146565994538
2023-11-02 17:31:56.314695,85,False,1.1355613545830567
2023-11-02 17:31:56.820116,85,False,4.605059860563275
2023-11-02 17:31:57.314240,89,False,63.543846830453475
2023-11-02 17:31:58.824655,87,False,15.864855948729643
2023-11-02 17:31:59.322088,88,False,35.157885413515025
2023-11-02 17:31:59.818931,89,False,51.5282051216148
2023-11-02 17:32:00.333595,89,False,48.90153261128809
2023-11-02 17:32:00.826157,90,False,72.03213863389966
2023-11-02 17:32:01.331343,90,False,66.56630096722353
2023-11-02 17:32:01.825059,87,False,12.434445862517512
2023-11-02 17:32:02.330858,85,False,2.3418033914143312
2023-11-02 17:32:02.825666,88,False,43.93562491526103
2023-11-02 17:32:03.327619,85,False,1.4034523184392564
2023-11-02 17:32:05.323654,86,False,13.602605508067676
2023-11-02 17:32:05.833837,89,False,62.5490226556067
2023-11-02 17:32:06.328090,90,False,70.61523360405997
2023-11-02 17:32:06.833502,87,False,12.988494563299444
2023-11-02 17:32:08.327777,87,False,19.576290957327817
2023-11-02 17:32:08.843251,90,True,82.54129578044255
2023-11-02 17:32:09.336557,89,False,42.773123856140586
2023-11-02 17:32:09.833778,87,False,14.644423692198947
2023-11-02 17:32:11.331709,87,False,19.95175890668123
2023-11-02 17:32:11.837038,88,False,37.96864884692458
2023-11-02 17:32:12.342579,90,False,73.39861369746679
2023-11-02 17:32:12.841757,88,False,24.54961647645253
2023-11-02 17:32:13.340284,88,False,31.504672663188888
2023-11-02 17:32:14.834849,88,False,33.996534038236874
2023-11-02 17:32:15.338741,88,False,34.093419607313606
2023-11-02 17:32:16.847332,88,False,34.00366637713837
2023-11-02 17:32:17.341369,89,False,55.1001601802386
2023-11-02 17:32:17.846541,85,False,0.8826591008348473
2023-11-02 17:32:19.845237,88,False,44.20430532297135
2023-11-02 17:32:20.347230,86,False,7.581838509414957
2023-11-02 17:32:20.847849,90,True,89.17617706465754
2023-11-02 17:32:21.352716,86,False,4.354598095529253
2023-11-02 17:32:21.841836,85,False,3.2210209059494432
2023-11-02 17:32:23.345032,86,False,13.451721527701984
2023-11-02 17:32:23.844417,89,False,63.90892066986178
2023-11-02 17:32:24.353854,90,False,69.43277252950656
2023-11-02 17:32:24.860869,90,False,67.33752045743779
2023-11-02 17:32:25.350408,87,False,12.029722690183235
2023-11-02 17:32:25.850631,89,False,57.35964840058004
2023-11-02 17:32:26.350757,88,False,28.360987698327506
2023-11-02 17:32:26.852308,90,False,77.60592970620834
2023-11-02 17:32:27.355068,89,False,41.140960413533875
2023-11-02 17:32:27.855688,85,False,0.6265118754281166
2023-11-02 17:32:29.369487,89,False,65.91905190508889
2023-11-02 17:32:29.852137,87,False,15.544835862632587
2023-11-02 17:32:30.353925,85,False,1.835358653980039
2023-11-02 17:32:30.855814,86,False,13.957023108131223
2023-11-02 17:32:31.357573,88,False,39.50218527296129
2023-11-02 17:32:31.852455,85,False,1.2223647471920973
2023-11-02 17:32:32.363822,86,False,13.324025427833561
2023-11-02 17:32:32.858484,86,False,10.406367708478252
2023-11-02 17:32:33.365535,88,False,40.3328311382045
2023-11-02 17:32:33.858130,88,False,32.34421903010192
2023-11-02 17:32:34.377867,85,False,1.4834522206876655
2023-11-02 17:32:35.858153,87,False,26.325352372363113
2023-11-02 17:32:36.362956,89,False,57.99059992760317
2023-11-02 17:32:36.857964,89,False,45.64301774373406
2023-11-02 17:32:37.359037,87,False,14.333359613601873
2023-11-02 17:32:37.864896,88,False,36.69496594615965
2023-11-02 17:32:38.359437,88,False,31.191707072286146
2023-11-02 17:32:38.867699,85,False,1.4523110817182394
2023-11-02 17:32:39.367332,86,False,12.490850692729321
2023-11-02 17:32:39.868581,86,False,11.461067392332584
2023-11-02 17:32:40.370468,87,False,22.03814781391122
2023-11-02 17:32:40.868929,88,False,36.09906980740579
2023-11-02 17:32:42.373493,90,False,74.26740354396092
2023-11-02 17:32:42.938153,89,False,42.34438267930636
2023-11-02 17:32:43.370608,89,False,47.64439193472279
2023-11-02 17:32:43.867684,87,False,14.748405884055945
2023-11-02 17:32:44.378481,88,False,36.640485090246294
2023-11-02 17:32:44.870258,90,False,74.37677910439936
2023-11-02 17:32:45.373921,89,False,41.36410704604728
2023-11-02 17:32:45.878595,88,False,28.11415484466238
2023-11-02 17:32:46.384058,87,False,17.941871209957778
2023-11-02 17:32:46.897001,87,False,20.68080333805778
2023-11-02 17:32:48.385005,86,False,9.84571936074426
2023-11-02 17:32:48.887383,89,False,64.42229007895045
2023-11-02 17:32:49.387976,87,False,15.112456250843328
2023-11-02 17:32:49.893365,90,True,83.86023320244333
2023-11-02 17:32:50.385442,87,False,11.967309602706678
2023-11-02 17:32:50.897752,86,False,8.700124070612327
2023-11-02 17:32:51.382626,89,False,61.28499094004513
2023-11-02 17:32:51.940350,90,False,71.81246906016082
2023-11-02 17:32:52.393484,88,False,25.72323801507711
2023-11-02 17:32:52.882418,86,False,7.403682397264584
2023-11-02 17:32:53.417749,86,False,10.856434860990069
2023-11-02 17:32:54.884271,90,True,86.52559902936746
2023-11-02 17:32:55.394861,87,False,13.255054536946002
2023-11-02 17:32:55.891100,89,False,55.14351479120086
2023-11-02 17:32:56.395898,85,False,0.7076273555172246
2023-11-02 17:32:56.900214,89,False,65.03399914596048
2023-11-02 17:32:57.393416,86,False,6.788383124366123
2023-11-02 17:32:57.892399,88,False,40.228927967896055
2023-11-02 17:32:58.393369,90,False,76.81806194514358
2023-11-02 17:32:58.891569,90,False,63.45255256987484
2023-11-02 17:32:59.387941,87,False,11.862782516252553
2023-11-02 17:33:01.402562,89,False,58.28877720412253
2023-11-02 17:33:01.905841,90,False,68.8455210250612
2023-11-02 17:33:02.420328,89,False,44.47979902849892
2023-11-02 17:33:02.902973,86,False,5.5408727609204265
2023-11-02 17:33:03.439092,90,True,88.67121641797762
2023-11-02 17:33:04.906020,90,False,66.06633105238282
2023-11-02 17:33:05.402103,89,False,43.99218246183249
2023-11-02 17:33:05.904501,87,False,14.554424940321331
2023-11-02 17:33:07.406067,86,False,9.531446865827034
2023-11-02 17:33:07.909955,89,False,61.85515838828768
2023-11-02 17:33:08.405638,89,False,48.84300120472667
2023-11-02 17:33:08.908667,87,False,14.432030408611546
2023-11-02 17:33:09.409348,86,False,9.22660208989953
2023-11-02 17:33:09.916587,90,True,90.58272385099838
2023-11-02 17:33:10.416425,89,False,44.06027534402342
2023-11-02 17:33:10.909661,88,False,28.809235624448306
2023-11-02 17:33:11.427162,86,False,6.955463697242455
2023-11-02 17:33:11.911126,86,False,11.572116135183478
2023-11-02 17:33:14.922983,85,False,3.047550591471073
2023-11-02 17:33:15.417872,88,False,45.86617728114111
2023-11-02 17:33:16.915828,87,False,17.78457307220722
2023-11-02 17:33:17.419653,86,False,9.113131114958986
2023-11-02 17:33:17.918068,87,False,23.367486045081122
2023-11-02 17:33:19.417276,87,False,20.624527315752562
2023-11-02 17:33:19.919310,86,False,9.560734480614071
2023-11-02 17:33:20.429238,89,False,64.24951488098573
2023-11-02 17:33:20.923656,86,False,5.639335775586204
2023-11-02 17:33:21.434890,86,False,10.994165828065587
2023-11-02 17:33:21.921592,87,False,23.074041369500318
2023-11-02 17:33:22.431080,87,False,19.249339702194888
2023-11-02 17:33:22.923147,85,False,2.473351895927015
2023-11-02 17:33:23.424174,86,False,13.994140034029861
2023-11-02 17:33:23.931411,87,False,23.388547633236207
2023-11-02 17:33:24.432703,86,False,8.960881868609876
2023-11-02 17:33:25.964936,86,False,11.429224147711183
2023-11-02 17:33:26.447300,89,False,62.68284578916813
2023-11-02 17:33:26.933234,90,False,70.54573073527959
2023-11-02 17:33:27.432618,88,False,26.200019229073902
2023-11-02 17:33:27.931444,90,False,75.59138877970422
2023-11-02 17:33:28.431475,86,False,3.8122070874099983
2023-11-02 17:33:28.944256,88,False,39.32525415745167
2023-11-02 17:33:29.444528,86,False,7.37888389601318
2023-11-02 17:33:29.938637,90,True,89.08719332152508
2023-11-02 17:33:30.436471,86,False,4.333980439187597
2023-11-02 17:33:32.445672,90,True,89.70137839767098
2023-11-02 17:33:32.950264,87,False,12.978261096008136
2023-11-02 17:33:33.451339,89,False,57.43866775499221
2023-11-02 17:33:33.942457,90,False,69.06123829888715
